state,country,confirmed,deaths,date,month,year,population,confirmed_1d,deaths_1d,confirmed_moving_avg_7d,deaths_moving_avg_7d,confirmed_moving_avg_7d_rate_14,deaths_moving_avg_7d_rate_14,confirmed_trend,deaths_trend
Pernambuco,Brazil,1056537,22275,2022-09-23,2022-09,2022,9557071,236,6,310,4,0.677,1.0,downward,upward
Pernambuco,Brazil,1056537,22275,2022-09-24,2022-09,2022,9557071,0,0,310,4,0.677,1.0,downward,upward
Pernambuco,Brazil,1056537,22275,2022-09-25,2022-09,2022,9557071,0,0,310,4,0.677,1.0,downward,upward
Pernambuco,Brazil,1057361,22280,2022-09-26,2022-09,2022,9557071,824,5,260,3,0.6787,1.0,downward,upward
Pernambuco,Brazil,1057361,22280,2022-09-27,2022-09,2022,9557071,0,0,260,3,0.6235,1.0,downward,upward
Pernambuco,Brazil,1057793,22291,2022-09-28,2022-09,2022,9557071,432,11,322,5,0.7,1.25,downward,stable
Pernambuco,Brazil,1057793,22291,2022-09-29,2022-09,2022,9557071,0,0,214,4,0.434,1.0,downward,upward
Pernambuco,Brazil,1058778,22299,2022-09-30,2022-09,2022,9557071,985,8,321,4,1.528,2.0,stable,stable
Pernambuco,Brazil,1058778,22299,2022-10-01,2022-10,2022,9557071,0,0,321,4,1.528,2.0,stable,stable
Pernambuco,Brazil,1058778,22299,2022-10-02,2022-10,2022,9557071,0,0,321,4,1.528,2.0,stable,stable
Pernambuco,Brazil,1059253,22304,2022-10-03,2022-10,2022,9557071,475,5,271,4,0.9746,1.333,upward,stable
Pernambuco,Brazil,1059253,22304,2022-10-04,2022-10,2022,9557071,0,0,271,4,1.11,1.333,upward,stable
Pernambuco,Brazil,1059616,22315,2022-10-05,2022-10,2022,9557071,363,11,261,4,1.299,2.0,stable,stable
Pernambuco,Brazil,1059843,22319,2022-10-06,2022-10,2022,9557071,227,4,293,4,1.062,1.333,upward,stable
Pernambuco,Brazil,1059843,22319,2022-10-07,2022-10,2022,9557071,0,0,153,3,0.4937,0.75,downward,downward
Pernambuco,Brazil,1059843,22319,2022-10-08,2022-10,2022,9557071,0,0,153,3,0.4937,0.75,downward,downward
Pernambuco,Brazil,1059843,22319,2022-10-09,2022-10,2022,9557071,0,0,153,3,0.4937,0.75,downward,downward
Pernambuco,Brazil,1060604,22325,2022-10-10,2022-10,2022,9557071,761,6,193,3,0.742,1.0,downward,upward
Pernambuco,Brazil,1060791,22331,2022-10-11,2022-10,2022,9557071,187,6,220,4,0.846,1.333,upward,stable
Pernambuco,Brazil,1060791,22331,2022-10-12,2022-10,2022,9557071,0,0,168,3,0.522,0.6,downward,downward
Pernambuco,Brazil,1061066,22339,2022-10-13,2022-10,2022,9557071,275,8,175,3,0.818,0.75,upward,downward
Pernambuco,Brazil,1061247,22348,2022-10-14,2022-10,2022,9557071,181,9,201,5,0.626,1.25,downward,stable
Pernambuco,Brazil,1061247,22348,2022-10-15,2022-10,2022,9557071,0,0,201,5,0.626,1.25,downward,stable
Pernambuco,Brazil,1061247,22348,2022-10-16,2022-10,2022,9557071,0,0,201,5,0.626,1.25,downward,stable
Pernambuco,Brazil,1061247,22348,2022-10-17,2022-10,2022,9557071,0,0,92,4,0.3396,1.0,downward,upward
Pernambuco,Brazil,1061247,22348,2022-10-18,2022-10,2022,9557071,0,0,66,3,0.2435,0.75,downward,downward
Pernambuco,Brazil,1062108,22366,2022-10-19,2022-10,2022,9557071,861,18,189,5,0.724,1.25,downward,stable
Pernambuco,Brazil,1062108,22366,2022-10-20,2022-10,2022,9557071,0,0,149,4,0.5083,1.0,downward,upward
Pernambuco,Brazil,1062457,22380,2022-10-21,2022-10,2022,9557071,349,14,173,5,1.131,1.667,upward,stable
Pernambuco,Brazil,1062457,22380,2022-10-22,2022-10,2022,9557071,0,0,173,5,1.131,1.667,upward,stable
Pernambuco,Brazil,1062457,22380,2022-10-23,2022-10,2022,9557071,0,0,173,5,1.131,1.667,upward,stable
Pernambuco,Brazil,1062457,22380,2022-10-24,2022-10,2022,9557071,0,0,173,5,0.8965,1.667,upward,stable
Pernambuco,Brazil,1062917,22388,2022-10-25,2022-10,2022,9557071,460,8,239,6,1.086,1.5,upward,stable
Pernambuco,Brazil,1063149,22393,2022-10-26,2022-10,2022,9557071,232,5,149,4,0.8867,1.333,upward,stable
Pernambuco,Brazil,1063628,22399,2022-10-27,2022-10,2022,9557071,479,6,218,5,1.246,1.667,stable,stable
Pernambuco,Brazil,1063628,22399,2022-10-28,2022-10,2022,9557071,0,0,168,3,0.836,0.6,upward,downward
Pernambuco,Brazil,1063628,22399,2022-10-29,2022-10,2022,9557071,0,0,168,3,0.836,0.6,upward,downward
Pernambuco,Brazil,1063628,22399,2022-10-30,2022-10,2022,9557071,0,0,168,3,0.836,0.6,upward,downward
Pernambuco,Brazil,1064929,22406,2022-10-31,2022-10,2022,9557071,1301,7,354,4,3.848,1.0,stable,upward
Pernambuco,Brazil,1065225,22410,2022-11-01,2022-11,2022,9557071,296,4,330,4,5.0,1.333,stable,stable
Pernambuco,Brazil,1065225,22410,2022-11-02,2022-11,2022,9557071,0,0,297,3,1.571,0.6,stable,downward
Pernambuco,Brazil,1065691,22411,2022-11-03,2022-11,2022,9557071,466,1,295,2,1.9795,0.5,stable,downward
Pernambuco,Brazil,1066026,22413,2022-11-04,2022-11,2022,9557071,335,2,343,2,1.982,0.4,stable,downward
Pernambuco,Brazil,1066026,22413,2022-11-05,2022-11,2022,9557071,0,0,343,2,1.982,0.4,stable,downward
Pernambuco,Brazil,1066026,22413,2022-11-06,2022-11,2022,9557071,0,0,343,2,1.982,0.4,stable,downward
Pernambuco,Brazil,1066414,22414,2022-11-07,2022-11,2022,9557071,388,1,213,2,1.231,0.4,stable,downward
Pernambuco,Brazil,1066414,22414,2022-11-08,2022-11,2022,9557071,0,0,170,1,0.7114,0.1666,downward,downward
Pernambuco,Brazil,1066414,22414,2022-11-09,2022-11,2022,9557071,0,0,170,1,1.141,0.25,upward,downward
Pernambuco,Brazil,1068118,22423,2022-11-10,2022-11,2022,9557071,1704,9,347,2,1.592,0.4,stable,downward
Pernambuco,Brazil,1068886,22427,2022-11-11,2022-11,2022,9557071,768,4,409,2,2.434,0.6665,stable,downward
Pernambuco,Brazil,1068886,22427,2022-11-12,2022-11,2022,9557071,0,0,409,2,2.434,0.6665,stable,downward
Pernambuco,Brazil,1068886,22427,2022-11-13,2022-11,2022,9557071,0,0,409,2,2.434,0.6665,stable,downward
Pernambuco,Brazil,1068886,22427,2022-11-14,2022-11,2022,9557071,0,0,354,2,1.0,0.5,upward,downward
Pernambuco,Brazil,1068886,22427,2022-11-15,2022-11,2022,9557071,0,0,354,2,1.072,0.5,upward,downward
Pernambuco,Brazil,1070529,22431,2022-11-16,2022-11,2022,9557071,1643,4,588,3,1.9795,1.0,stable,upward
Pernambuco,Brazil,1072540,22434,2022-11-17,2022-11,2022,9557071,2011,3,632,2,2.143,1.0,stable,upward
Pernambuco,Brazil,1073768,22437,2022-11-18,2022-11,2022,9557071,1228,3,698,2,2.035,1.0,stable,upward
Pernambuco,Brazil,1073768,22437,2022-11-19,2022-11,2022,9557071,0,0,698,2,2.035,1.0,stable,upward
Pernambuco,Brazil,1073768,22437,2022-11-20,2022-11,2022,9557071,0,0,698,2,2.035,1.0,stable,upward
Pernambuco,Brazil,1073768,22437,2022-11-21,2022-11,2022,9557071,0,0,698,2,3.277,1.0,stable,upward
Pernambuco,Brazil,1076289,22448,2022-11-22,2022-11,2022,9557071,2521,11,1058,3,6.223,3.0,stable,stable
Pernambuco,Brazil,1077278,22454,2022-11-23,2022-11,2022,9557071,989,6,965,4,5.676,4.0,stable,stable
Pernambuco,Brazil,1078773,22460,2022-11-24,2022-11,2022,9557071,1495,6,891,4,2.568,2.0,stable,stable
Pernambuco,Brazil,1080757,22462,2022-11-25,2022-11,2022,9557071,1984,2,999,4,2.443,2.0,stable,stable
Pernambuco,Brazil,1080757,22462,2022-11-26,2022-11,2022,9557071,0,0,999,4,2.443,2.0,stable,stable
Pernambuco,Brazil,1080757,22462,2022-11-27,2022-11,2022,9557071,0,0,999,4,2.443,2.0,stable,stable
Pernambuco,Brazil,1080757,22462,2022-11-28,2022-11,2022,9557071,0,0,999,4,2.822,2.0,stable,stable
Pernambuco,Brazil,1084285,22472,2022-11-29,2022-11,2022,9557071,3528,10,1143,4,3.229,2.0,stable,stable
Pernambuco,Brazil,1084285,22472,2022-11-30,2022-11,2022,9557071,0,0,1001,3,1.702,1.0,stable,upward
Pernambuco,Brazil,1087323,22479,2022-12-01,2022-12,2022,9557071,3038,7,1222,3,1.934,1.5,stable,stable
Pernambuco,Brazil,1089123,22482,2022-12-02,2022-12,2022,9557071,1800,3,1196,3,1.714,1.5,stable,stable
Pernambuco,Brazil,1089123,22482,2022-12-03,2022-12,2022,9557071,0,0,1196,3,1.714,1.5,stable,stable
Pernambuco,Brazil,1089123,22482,2022-12-04,2022-12,2022,9557071,0,0,1196,3,1.714,1.5,stable,stable
Pernambuco,Brazil,1089123,22482,2022-12-05,2022-12,2022,9557071,0,0,1196,3,1.714,1.5,stable,stable
Pernambuco,Brazil,1089123,22482,2022-12-06,2022-12,2022,9557071,0,0,692,2,0.6543,0.6665,downward,downward
Pernambuco,Brazil,1089123,22482,2022-12-07,2022-12,2022,9557071,0,0,692,2,0.7173,0.5,downward,downward
Pernambuco,Brazil,1095084,22496,2022-12-08,2022-12,2022,9557071,5961,14,1109,3,1.245,0.75,stable,downward
Pernambuco,Brazil,1095084,22496,2022-12-09,2022-12,2022,9557071,0,0,852,2,0.853,0.5,upward,downward
Pernambuco,Brazil,1095084,22496,2022-12-10,2022-12,2022,9557071,0,0,852,2,0.853,0.5,upward,downward
Pernambuco,Brazil,1095084,22496,2022-12-11,2022-12,2022,9557071,0,0,852,2,0.853,0.5,upward,downward
Pernambuco,Brazil,1099573,22503,2022-12-12,2022-12,2022,9557071,4489,7,1493,3,1.494,0.75,stable,downward
Pernambuco,Brazil,1101429,22509,2022-12-13,2022-12,2022,9557071,1856,6,1758,4,1.538,1.0,stable,upward
Pernambuco,Brazil,1103318,22518,2022-12-14,2022-12,2022,9557071,1889,9,2028,6,2.025,2.0,stable,stable
Pernambuco,Brazil,1104849,22524,2022-12-15,2022-12,2022,9557071,1531,6,1395,4,1.142,1.333,upward,stable
Pernambuco,Brazil,1106891,22527,2022-12-16,2022-12,2022,9557071,2042,3,1687,5,1.41,1.667,stable,stable
Pernambuco,Brazil,1106891,22527,2022-12-17,2022-12,2022,9557071,0,0,1687,5,1.41,1.667,stable,stable
Pernambuco,Brazil,1106891,22527,2022-12-18,2022-12,2022,9557071,0,0,1687,5,1.41,1.667,stable,stable
Pernambuco,Brazil,1109316,22534,2022-12-19,2022-12,2022,9557071,2425,7,1392,5,1.164,1.667,stable,stable
Pernambuco,Brazil,1110980,22545,2022-12-20,2022-12,2022,9557071,1664,11,1365,6,1.973,3.0,stable,stable
Pernambuco,Brazil,1113073,22548,2022-12-21,2022-12,2022,9557071,2093,3,1394,5,2.014,2.5,stable,stable
Pernambuco,Brazil,1115463,22553,2022-12-22,2022-12,2022,9557071,2390,5,1517,5,1.368,1.667,stable,stable
Pernambuco,Brazil,1115463,22553,2022-12-23,2022-12,2022,9557071,0,0,1225,4,1.4375,2.0,stable,stable
Pernambuco,Brazil,1115463,22553,2022-12-24,2022-12,2022,9557071,0,0,1225,4,1.4375,2.0,stable,stable
Pernambuco,Brazil,1115463,22553,2022-12-25,2022-12,2022,9557071,0,0,1225,4,1.4375,2.0,stable,stable
Pernambuco,Brazil,1118075,22560,2022-12-26,2022-12,2022,9557071,2612,7,1252,4,0.8384,1.333,upward,stable
Pernambuco,Brazil,1119407,22566,2022-12-27,2022-12,2022,9557071,1332,6,1204,3,0.685,0.75,downward,downward
Pernambuco,Brazil,1120714,22570,2022-12-28,2022-12,2022,9557071,1307,4,1092,4,0.5386,0.6665,downward,downward
Pernambuco,Brazil,1122012,22576,2022-12-29,2022-12,2022,9557071,1298,6,936,4,0.671,1.0,downward,upward
Pernambuco,Brazil,1122935,22579,2022-12-30,2022-12,2022,9557071,923,3,1068,4,0.6333,0.8,downward,upward
Pernambuco,Brazil,1122935,22579,2022-12-31,2022-12,2022,9557071,0,0,1068,4,0.6333,0.8,downward,upward
Piauí,Brazil,143210,2848,2021-01-01,2021-01,2021,3273936,,,,,,,,
Piauí,Brazil,143489,2854,2021-01-02,2021-01,2021,3279604,279,6,,,,,,
Piauí,Brazil,143651,2856,2021-01-03,2021-01,2021,3276922,162,2,,,,,,
Piauí,Brazil,144200,2863,2021-01-04,2021-01,2021,3285736,549,7,,,,,,
Piauí,Brazil,144857,2873,2021-01-05,2021-01,2021,3288140,657,10,,,,,,
Piauí,Brazil,145384,2882,2021-01-06,2021-01,2021,3285135,527,9,,,,,,
Piauí,Brazil,145997,2891,2021-01-07,2021-01,2021,3287028,613,9,,,,,,
Piauí,Brazil,146779,2895,2021-01-08,2021-01,2021,3290759,782,4,510,7,,,,
Piauí,Brazil,147038,2897,2021-01-09,2021-01,2021,3279003,259,2,507,7,,,,
Piauí,Brazil,147509,2906,2021-01-10,2021-01,2021,3283712,471,9,552,8,,,,
Piauí,Brazil,148032,2915,2021-01-11,2021-01,2021,3284832,523,9,548,8,,,,
Piauí,Brazil,148867,2922,2021-01-12,2021-01,2021,3291690,835,7,573,7,,,,
Piauí,Brazil,149686,2930,2021-01-13,2021-01,2021,3291235,819,8,615,7,,,,
Piauí,Brazil,150374,2935,2021-01-14,2021-01,2021,3288272,688,5,626,7,,,,
Piauí,Brazil,151046,2945,2021-01-15,2021-01,2021,3287855,672,10,610,8,,,,
Piauí,Brazil,151397,2950,2021-01-16,2021-01,2021,3280833,351,5,623,8,,,,
Piauí,Brazil,151619,2961,2021-01-17,2021-01,2021,3278027,222,11,588,8,,,,
Piauí,Brazil,152211,2968,2021-01-18,2021-01,2021,3286007,592,7,597,8,,,,
Piauí,Brazil,152997,2976,2021-01-19,2021-01,2021,3290130,786,8,590,8,,,,
Piauí,Brazil,153771,2985,2021-01-20,2021-01,2021,3289786,774,9,584,8,,,,
Piauí,Brazil,154397,2989,2021-01-21,2021-01,2021,3286552,626,4,575,8,,,,
Piauí,Brazil,155105,2999,2021-01-22,2021-01,2021,3288237,708,10,580,8,1.138,1.143,upward,upward
Piauí,Brazil,155362,3004,2021-01-23,2021-01,2021,3278651,257,5,567,8,1.118,1.143,upward,upward
Piauí,Brazil,155723,3012,2021-01-24,2021-01,2021,3280833,361,8,587,8,1.063,1.0,upward,upward
Piauí,Brazil,156149,3020,2021-01-25,2021-01,2021,3282181,426,8,563,8,1.027,1.0,upward,upward
Piauí,Brazil,156875,3031,2021-01-26,2021-01,2021,3288446,726,11,554,8,0.967,1.143,upward,upward
Piauí,Brazil,157469,3039,2021-01-27,2021-01,2021,3285621,594,8,529,8,0.8604,1.143,upward,upward
Piauí,Brazil,157775,3045,2021-01-28,2021-01,2021,3279588,306,6,483,8,0.7715,1.143,upward,upward
Piauí,Brazil,158584,3051,2021-01-29,2021-01,2021,3290011,809,6,497,8,0.815,1.0,upward,upward
Piauí,Brazil,159023,3058,2021-01-30,2021-01,2021,3282288,439,7,523,8,0.8394,1.0,upward,upward
Piauí,Brazil,159290,3065,2021-01-31,2021-01,2021,3278723,267,7,510,8,0.867,1.0,upward,upward
Piauí,Brazil,159741,3072,2021-02-01,2021-02,2021,3282495,451,7,514,8,0.861,1.0,upward,upward
Piauí,Brazil,160252,3087,2021-02-02,2021-02,2021,3283698,511,15,483,8,0.819,1.0,upward,upward
Piauí,Brazil,160948,3092,2021-02-03,2021-02,2021,3287443,696,5,497,8,0.851,1.0,upward,upward
Piauí,Brazil,161336,3112,2021-02-04,2021-02,2021,3281118,388,20,509,10,0.8853,1.25,upward,stable
Piauí,Brazil,162148,3120,2021-02-05,2021-02,2021,3289701,812,8,510,10,0.8794,1.25,upward,stable
Piauí,Brazil,162405,3127,2021-02-06,2021-02,2021,3294915,257,7,484,10,0.8535,1.25,upward,stable
Piauí,Brazil,162637,3131,2021-02-07,2021-02,2021,3277903,232,4,479,10,0.816,1.25,upward,stable
Piauí,Brazil,163087,3139,2021-02-08,2021-02,2021,3286973,450,8,478,10,0.849,1.25,upward,stable
Piauí,Brazil,163497,3149,2021-02-09,2021-02,2021,3281456,410,10,464,9,0.8374,1.125,upward,upward
Piauí,Brazil,164162,3156,2021-02-10,2021-02,2021,3286540,665,7,460,10,0.8696,1.25,upward,stable
Piauí,Brazil,164858,3166,2021-02-11,2021-02,2021,3287105,696,10,504,8,1.044,1.0,upward,upward
Piauí,Brazil,165319,3175,2021-02-12,2021-02,2021,3282380,461,9,453,8,0.9116,1.0,upward,upward
Piauí,Brazil,165857,3182,2021-02-13,2021-02,2021,3283879,538,7,494,8,0.9443,1.0,upward,upward
Piauí,Brazil,166098,3190,2021-02-14,2021-02,2021,3277983,241,8,495,9,0.9707,1.125,upward,upward
Piauí,Brazil,166589,3201,2021-02-15,2021-02,2021,3282903,491,11,501,9,0.9746,1.125,upward,upward
Piauí,Brazil,167102,3210,2021-02-16,2021-02,2021,3283307,513,9,515,9,1.066,1.125,upward,upward
Piauí,Brazil,167624,3222,2021-02-17,2021-02,2021,3283452,522,12,495,10,0.996,1.25,upward,stable
Piauí,Brazil,168403,3232,2021-02-18,2021-02,2021,3288439,779,10,507,10,0.996,1.0,upward,upward
Piauí,Brazil,169186,3238,2021-02-19,2021-02,2021,3288446,783,6,553,9,1.084,0.9,upward,upward
Piauí,Brazil,169465,3242,2021-02-20,2021-02,2021,3278625,279,4,516,9,1.066,0.9,upward,upward
Piauí,Brazil,169722,3249,2021-02-21,2021-02,2021,3278191,257,7,518,9,1.081,0.9,upward,upward
Piauí,Brazil,170355,3260,2021-02-22,2021-02,2021,3285435,633,11,538,9,1.126,0.9,upward,upward
Piauí,Brazil,171032,3274,2021-02-23,2021-02,2021,3286235,677,14,562,10,1.211,1.111,stable,upward
Piauí,Brazil,171668,3289,2021-02-24,2021-02,2021,3285399,636,15,578,10,1.257,1.0,stable,upward
Piauí,Brazil,172525,3305,2021-02-25,2021-02,2021,3289568,857,16,589,11,1.169,1.375,stable,stable
Piauí,Brazil,173290,3326,2021-02-26,2021-02,2021,3287741,765,21,587,13,1.296,1.625,stable,stable
Piauí,Brazil,173691,3335,2021-02-27,2021-02,2021,3280801,401,9,604,14,1.223,1.75,stable,stable
Piauí,Brazil,174008,3352,2021-02-28,2021-02,2021,3279201,317,17,613,15,1.238,1.667,stable,stable
Piauí,Brazil,174546,3365,2021-03-01,2021-03,2021,3283347,538,13,599,15,1.195,1.667,stable,stable
Piauí,Brazil,175550,3387,2021-03-02,2021-03,2021,3292055,1004,22,646,17,1.254,1.889,stable,stable
Piauí,Brazil,176349,3402,2021-03-03,2021-03,2021,3288125,799,15,669,17,1.352,1.7,stable,stable
Piauí,Brazil,177307,3425,2021-03-04,2021-03,2021,3291009,958,23,684,18,1.349,1.8,stable,stable
Piauí,Brazil,178539,3447,2021-03-05,2021-03,2021,3295971,1232,22,750,18,1.356,2.0,stable,stable
Piauí,Brazil,179304,3460,2021-03-06,2021-03,2021,3287252,765,13,802,18,1.555,2.0,stable,stable
Piauí,Brazil,179588,3485,2021-03-07,2021-03,2021,3278411,284,25,798,19,1.541,2.111,stable,stable
Piauí,Brazil,180475,3504,2021-03-08,2021-03,2021,3289394,887,19,847,20,1.574,2.223,stable,stable
Piauí,Brazil,181560,3524,2021-03-09,2021-03,2021,3292905,1085,20,859,20,1.528,2.0,stable,stable
Piauí,Brazil,182650,3545,2021-03-10,2021-03,2021,3292878,1090,21,901,21,1.559,2.1,stable,stable
Piauí,Brazil,184059,3577,2021-03-11,2021-03,2021,3298477,1409,32,965,22,1.639,2.0,stable,stable
Piauí,Brazil,185192,3606,2021-03-12,2021-03,2021,3293376,1133,29,951,23,1.62,1.77,stable,stable
Piauí,Brazil,185844,3623,2021-03-13,2021-03,2021,3284751,652,17,935,24,1.548,1.714,stable,stable
Piauí,Brazil,186101,3647,2021-03-14,2021-03,2021,3277753,257,24,931,24,1.519,1.6,stable,stable
Piauí,Brazil,186897,3674,2021-03-15,2021-03,2021,3287227,796,27,918,25,1.532,1.667,stable,stable
Piauí,Brazil,187960,3697,2021-03-16,2021-03,2021,3291844,1063,23,915,25,1.416,1.471,stable,stable
Piauí,Brazil,189115,3720,2021-03-17,2021-03,2021,3293341,1155,23,924,25,1.381,1.471,stable,stable
Piauí,Brazil,190385,3740,2021-03-18,2021-03,2021,3295208,1270,20,904,24,1.321,1.333,stable,stable
Piauí,Brazil,191845,3778,2021-03-19,2021-03,2021,3298328,1460,38,951,25,1.268,1.389,stable,stable
Piauí,Brazil,192786,3801,2021-03-20,2021-03,2021,3289282,941,23,992,26,1.237,1.444,stable,stable
Piauí,Brazil,193411,3802,2021-03-21,2021-03,2021,3283839,625,1,1045,23,1.31,1.211,stable,stable
Piauí,Brazil,194359,3851,2021-03-22,2021-03,2021,3289271,948,49,1066,26,1.259,1.3,stable,stable
Piauí,Brazil,196010,3870,2021-03-23,2021-03,2021,3301032,1651,19,1150,25,1.339,1.25,stable,stable
Piauí,Brazil,197159,3919,2021-03-24,2021-03,2021,3292414,1149,49,1150,29,1.276,1.381,stable,stable
Piauí,Brazil,198664,3950,2021-03-25,2021-03,2021,3298213,1505,31,1183,30,1.226,1.363,stable,stable
Piauí,Brazil,200285,3967,2021-03-26,2021-03,2021,3299935,1621,17,1206,27,1.269,1.174,stable,stable
Piauí,Brazil,201517,3996,2021-03-27,2021-03,2021,3293361,1232,29,1248,28,1.335,1.167,stable,stable
Piauí,Brazil,202230,4028,2021-03-28,2021-03,2021,3284808,713,32,1260,33,1.354,1.375,stable,stable
Piauí,Brazil,203458,4066,2021-03-29,2021-03,2021,3293103,1228,38,1300,31,1.416,1.24,stable,stable
Piauí,Brazil,205005,4104,2021-03-30,2021-03,2021,3298115,1547,38,1285,34,1.404,1.36,stable,stable
Piauí,Brazil,206631,4141,2021-03-31,2021-03,2021,3299189,1626,37,1354,32,1.466,1.28,stable,stable
Piauí,Brazil,207837,4181,2021-04-01,2021-04,2021,3292331,1206,40,1311,33,1.45,1.375,stable,stable
Piauí,Brazil,208974,4212,2021-04-02,2021-04,2021,3291134,1137,31,1242,35,1.306,1.4,stable,stable
Piauí,Brazil,209874,4240,2021-04-03,2021-04,2021,3287324,900,28,1194,35,1.204,1.346,stable,stable
Piauí,Brazil,210843,4268,2021-04-04,2021-04,2021,3288340,969,28,1231,35,1.178,1.521,stable,stable
Piauí,Brazil,212348,4298,2021-04-05,2021-04,2021,3296591,1505,30,1270,34,1.191,1.308,stable,stable
Piauí,Brazil,213660,4341,2021-04-06,2021-04,2021,3293466,1312,43,1237,34,1.075,1.36,upward,stable
Piauí,Brazil,215140,4379,2021-04-07,2021-04,2021,3295900,1480,38,1216,34,1.058,1.173,upward,stable
Piauí,Brazil,216353,4425,2021-04-08,2021-04,2021,3291682,1213,46,1217,35,1.028,1.167,upward,stable
Piauí,Brazil,217333,4462,2021-04-09,2021-04,2021,3288069,980,37,1195,36,0.9907,1.333,upward,stable
Piauí,Brazil,218653,4493,2021-04-10,2021-04,2021,3293107,1320,31,1255,37,1.006,1.321,upward,stable
Piauí,Brazil,219366,4529,2021-04-11,2021-04,2021,3283901,713,36,1218,38,0.967,1.151,upward,stable
Piauí,Brazil,220336,4586,2021-04-12,2021-04,2021,3287701,970,57,1142,42,0.8784,1.3545,upward,stable
Piauí,Brazil,221617,4633,2021-04-13,2021-04,2021,3292257,1281,47,1137,42,0.885,1.235,upward,stable
Piauí,Brazil,223251,4659,2021-04-14,2021-04,2021,3297361,1634,26,1159,40,0.856,1.25,upward,stable
Piauí,Brazil,224790,4693,2021-04-15,2021-04,2021,3295791,1539,34,1206,39,0.92,1.182,upward,stable
Piauí,Brazil,225796,4731,2021-04-16,2021-04,2021,3287876,1006,38,1209,39,0.9736,1.114,upward,upward
Piauí,Brazil,226624,4758,2021-04-17,2021-04,2021,3285230,828,27,1139,38,0.954,1.086,upward,upward
Piauí,Brazil,227910,4780,2021-04-18,2021-04,2021,3291801,1286,22,1221,36,0.9917,1.028,upward,upward
Piauí,Brazil,229291,4802,2021-04-19,2021-04,2021,3293061,1381,22,1280,31,1.008,0.9116,upward,upward
Piauí,Brazil,230952,4830,2021-04-20,2021-04,2021,3296938,1661,28,1334,29,1.078,0.853,upward,upward
Piauí,Brazil,232049,4858,2021-04-21,2021-04,2021,3288775,1097,28,1257,29,1.034,0.853,upward,upward
Piauí,Brazil,233228,4886,2021-04-22,2021-04,2021,3289858,1179,28,1206,28,0.9907,0.8,upward,upward
Piauí,Brazil,234401,4919,2021-04-23,2021-04,2021,3289689,1173,33,1230,27,1.029,0.75,upward,downward
Piauí,Brazil,235203,4955,2021-04-24,2021-04,2021,3284426,802,36,1226,29,0.977,0.7837,upward,upward
Piauí,Brazil,235682,4985,2021-04-25,2021-04,2021,3279893,479,30,1111,30,0.912,0.7896,upward,upward
Piauí,Brazil,236596,5020,2021-04-26,2021-04,2021,3285921,914,35,1044,32,0.914,0.7617,upward,upward
Piauí,Brazil,237845,5046,2021-04-27,2021-04,2021,3290506,1249,26,985,31,0.866,0.7383,upward,downward
Piauí,Brazil,239008,5067,2021-04-28,2021-04,2021,3289232,1163,21,995,30,0.8584,0.75,upward,downward
Piauí,Brazil,240420,5101,2021-04-29,2021-04,2021,3292564,1412,34,1028,31,0.8525,0.795,upward,upward
Piauí,Brazil,240868,5124,2021-04-30,2021-04,2021,3279326,448,23,924,30,0.764,0.769,upward,upward
Piauí,Brazil,242336,5154,2021-05-01,2021-05,2021,3293176,1468,30,1019,29,0.8945,0.763,upward,upward
Piauí,Brazil,242934,5182,2021-05-02,2021-05,2021,3281304,598,28,1036,29,0.8486,0.8057,upward,upward
Piauí,Brazil,243972,5203,2021-05-03,2021-05,2021,3287213,1038,21,1054,27,0.823,0.871,upward,upward
Piauí,Brazil,245160,5235,2021-05-04,2021-05,2021,3289166,1188,32,1045,27,0.783,0.931,upward,upward
Piauí,Brazil,246871,5260,2021-05-05,2021-05,2021,3296071,1711,25,1124,28,0.894,0.9653,upward,upward
Piauí,Brazil,248239,5296,2021-05-06,2021-05,2021,3291365,1368,36,1117,28,0.9263,1.0,upward,upward
Piauí,Brazil,249340,5324,2021-05-07,2021-05,2021,3287771,1101,28,1211,29,0.9844,1.074,upward,upward
Piauí,Brazil,250222,5351,2021-05-08,2021-05,2021,3284806,882,27,1127,29,0.9194,1.0,upward,upward
Piauí,Brazil,250728,5376,2021-05-09,2021-05,2021,3279846,506,25,1114,28,1.003,0.933,upward,upward
Piauí,Brazil,251648,5397,2021-05-10,2021-05,2021,3285238,920,21,1097,28,1.051,0.875,upward,upward
Piauí,Brazil,253188,5423,2021-05-11,2021-05,2021,3293258,1540,26,1147,27,1.164,0.871,stable,upward
Piauí,Brazil,254270,5447,2021-05-12,2021-05,2021,3287215,1082,24,1057,27,1.0625,0.9,upward,upward
Piauí,Brazil,255372,5469,2021-05-13,2021-05,2021,3287413,1102,22,1019,25,0.991,0.8066,upward,upward
Piauí,Brazil,256434,5496,2021-05-14,2021-05,2021,3286839,1062,27,1014,25,1.098,0.8335,upward,upward
Piauí,Brazil,257230,5515,2021-05-15,2021-05,2021,3283387,796,19,1002,24,0.9834,0.8276,upward,upward
Piauí,Brazil,257554,5537,2021-05-16,2021-05,2021,3277350,324,22,976,23,0.942,0.793,upward,upward
Piauí,Brazil,259059,5556,2021-05-17,2021-05,2021,3292354,1505,19,1059,23,1.005,0.852,upward,upward
Piauí,Brazil,260812,5677,2021-05-18,2021-05,2021,3295376,1753,121,1090,37,1.043,1.37,upward,stable
